probe_id	log2FC_M	AveExpr	t	P.Value	adjP	B	chr	pos	strand	UCSC_RefGene_Name	Relation_to_Island	beta_tumor	beta_normal	delta_beta	sig
cg13149307	0.71352463021208	-3.376355521940698	0.7906401049837951	0.4421078277807561	0.7988283193463802	-5.844898547746138	chr10	20104452	-	PLXDC2	Island	0.15847356917299724	0.06427652870751707	0.09419704046548016	NS
cg25689649	-0.4925990051800987	-1.018623006653067	-0.7906243610455184	0.44211672551470593	0.7988283193463802	-5.84491072477112	chr19	17336377	-	OCEL1	N_Shore	0.33173609419778705	0.3853022547670265	-0.05356616056923946	NS
cg05715649	0.5612279421697323	-0.6947762273672392	0.7905070113663377	0.4421830496151914	0.7988283193463802	-5.8450014809872135	chr1	202680562	-	SYT2	S_Shore	0.4366744493386963	0.3221280044007475	0.1145464449379488	NS
cg20880234	0.6277051145045779	-5.191553167037097	0.7904966701756381	0.4421888945878112	0.7988283193463802	-5.845009478096424	chr13	20531619	-	ZMYM2;ZMYM2	Island	0.058363287661182185	0.022386106331601124	0.03597718132958106	NS
cg27253386	-0.39367092816318455	-5.152370396288986	-0.7904768273084395	0.4422001101661136	0.7988283193463802	-5.845024822829648	chr13	32889752	+	BRCA2;BRCA2	Island	0.02978815034823282	0.033578323653698075	-0.0037901733054652546	NS
cg06911113	-1.0586142856646927	-3.2705993015210044	-0.790235263863856	0.4423366610318644	0.7989074652830491	-5.845211598636535	chr1	20512617	-	UBXN10;UBXN10	Island	0.1678812887945685	0.208847921467838	-0.0409666326732695	NS
cg26486702	0.21379630764522076	-3.537685325741396	0.790072034622369	0.44242894630939034	0.7989074652830491	-5.845337777294331	chr1	161129448	-	USP21;USP21;USP21;USP21	Island	0.08315877689391657	0.07321050499182702	0.00994827190208955	NS
cg10137155	0.7686718419640035	-4.325123709988114	0.7898638561511528	0.44254666233818385	0.7989074652830491	-5.845498667879094	chr3	67049254	+	KBTBD8	Island	0.10675488919719489	0.04459153519533545	0.06216335400185944	NS
cg05942970	0.6256987998939747	3.0376886392106948	0.789691196612735	0.44264430898516827	0.7989074652830491	-5.8456320783367275	NA	NA	NA	NA	NA	0.8582979527638785	0.8568296897593195	0.001468263004559045	NS
cg06836736	0.6312652095083311	-3.1490028828227556	0.7896902280689742	0.4426448567782406	0.7989074652830491	-5.845632826635427	chr6	84140993	+	ME1	Island	0.16160794970609585	0.07865440891907732	0.08295354078701853	NS
cg20247102	0.27286209035730463	-5.181150636274202	0.7894449364859047	0.4427836036585969	0.7989074652830491	-5.845822312405728	chr3	141206102	-	RASA2	Island	0.0300163743084201	0.0237863956839918	0.006229978624428301	NS
cg00714377	0.428985201184975	-0.33558233567975915	0.7894025518299065	0.4428075809328458	0.7989074652830491	-5.845855048768629	chr20	35274715	-	SLA2;SLA2	OpenSea	0.4700496874350727	0.39694217102548374	0.07310751640958896	NS
cg19963522	-0.674618912917104	1.146152732837903	-0.7892204850273344	0.4429105866572218	0.7989074652830491	-5.845995652288221	chr6	154677796	-	IPCEF1;IPCEF1	OpenSea	0.6375714368466512	0.7464057568959188	-0.10883432004926763	NS
cg03455762	-0.5704909964436429	0.6177011504451873	-0.789212328086578	0.4429152018657816	0.7989074652830491	-5.846001950902044	chrX	128873475	+	XPNPEP2	OpenSea	0.5522013330821056	0.6660775089735808	-0.11387617589147514	NS
cg16449464	0.42105943189907014	-2.941819029231501	0.7891381785110627	0.44295715719710205	0.7989074652830491	-5.846059204881659	chr2	172864337	+	MAP1D	N_Shore	0.14196932327514689	0.10148240564554195	0.040486917629604935	NS
cg27560922	0.8201707844830185	-4.644472973833955	0.7890550051194547	0.44300422138176043	0.7989074652830491	-5.846123420684976	chr16	330267	-	ARHGDIG	Island	0.10564998746112975	0.0293808280109318	0.07626915945019795	NS
cg06899582	-0.471148190476807	-2.0872221475817785	-0.7890310916631341	0.44301775354703377	0.7989074652830491	-5.846141882439377	chrX	129402809	+	ZNF280C;ZNF280C	Island	0.20088654384695784	0.2327194989477545	-0.03183295510079667	NS
cg12439773	-0.37582581926116637	1.8273025853343732	-0.7889695188263643	0.44305259763673677	0.7989074652830491	-5.846189415777304	chr11	62752119	+	SLC22A6;SLC22A6;SLC22A6;SLC22A6	OpenSea	0.753043704391615	0.80707019883483	-0.054026494443214945	NS
cg11769360	-0.25567382374945724	3.5045264628711648	-0.7889418091980142	0.44306827909135815	0.7989074652830491	-5.846210806104519	chr5	96215016	-	ERAP2;ERAP2	OpenSea	0.9124667160738391	0.9262367183111213	-0.013770002237282197	NS
cg01211097	0.45739540449329713	-1.212643872199147	0.7889320783236446	0.4430737860788152	0.7989074652830491	-5.846218317648067	chr16	84732969	+	USP10	N_Shore	0.3442078165357291	0.25824013296709875	0.08596768356863038	NS
cg11299964	0.6547346115055847	-3.433987082357433	0.7888752806833325	0.44310593039572443	0.7989074652830491	-5.846262159703537	chr9	128469783	+	MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1;MAPKAP1	S_Shore	0.1417118171765154	0.06703747193208077	0.07467434524443463	NS
cg08097657	-0.5402288867489305	2.085997092764965	-0.7888516609400467	0.4431192982962937	0.7989074652830491	-5.8462803909175	chr3	50313996	-	SEMA3B;SEMA3B	Island	0.7644941798148299	0.8458063383269765	-0.08131215851214657	NS
cg00425792	0.2724632297826854	-4.265880965345562	0.7888233246539136	0.44313533592255716	0.7989074652830491	-5.846302262000727	chr17	33905503	-	PEX12;PEX12	Island	0.05415385726215572	0.04585489434023383	0.008298962921921893	NS
cg14592065	-0.2852798124093939	-0.23969616766049204	-0.7888145559026298	0.4431402988900248	0.7989074652830491	-5.846309029929743	chr17	38209993	+	MED24;MED24	N_Shore	0.4453738539174563	0.49284464127945327	-0.04747078736199695	NS
cg13060154	-0.7255712252458036	-2.342057900264477	-0.7886418700298602	0.443238043395781	0.7989243436783485	-5.846442298969209	chr9	124461998	+	DAB2IP	Island	0.20519894928700383	0.22002122439651423	-0.014822275109510397	NS
cg20973210	0.7943688084402889	0.7294071000335944	0.7885797131714912	0.4432732290670617	0.7989243436783485	-5.846490261545907	chr19	2282729	+	C19orf35	S_Shelf	0.6727266813582364	0.5298854565455787	0.1428412248126577	NS
cg01862366	0.8261261172544584	-4.203765988974768	0.7885479729891156	0.4432911971891912	0.7989243436783485	-5.846514752137355	chr10	95654158	+	TMEM20;TMEM20	Island	0.12322357308161573	0.03895924440208945	0.08426432867952628	NS
cg01241836	0.30151978396337425	-0.39503922878839176	0.7881264863656305	0.44352984455133426	0.7992638433675239	-5.846839884152001	chrX	48901346	-	TFE3	Island	0.4516193804054739	0.39729707925685126	0.05432230114862263	NS
cg19287277	0.43740302454494373	-5.448393238979161	0.7878407401105116	0.44369168143698123	0.7992638433675239	-5.847060216697269	chr15	82337812	+	MEX3B	Island	0.030192583392049856	0.020856376800915125	0.009336206591134731	NS
cg00309056	-0.33157674697028006	-4.980626488670564	-0.787836993465494	0.4436938036565018	0.7992638433675239	-5.847063105167066	chr7	38218112	-	STARD3NL	S_Shore	0.031021130730931535	0.04004034556547687	-0.009019214834545337	NS
cg25591867	-0.24844990627497823	-4.732071160041321	-0.787787956404467	0.443721580407871	0.7992638433675239	-5.847100909052443	chr12	106641008	-	CKAP4	Island	0.0355462299136112	0.04123545432373318	-0.005689224410121978	NS
cg25544551	-0.3504623035963478	-5.467117739255107	-0.7877534026214552	0.4437411538535073	0.7992638433675239	-5.8471275461299985	chr12	104531891	+	NFYB	Island	0.02317115572165528	0.026678695630773075	-0.0035075399091177954	NS
cg08558873	0.7332038571999654	-4.3697802762379405	0.7875704280353949	0.4438448113254687	0.7992638433675239	-5.84726858116545	chr11	7041491	+	ZNF214;NLRP14;ZNF214	Island	0.1018476764551172	0.03653567524179805	0.06531200121331915	NS
cg25722142	0.43576609186975707	-2.575690175934067	0.7874172783590527	0.44393158437774416	0.7992638433675239	-5.847386604458699	chr6	139695762	+	CITED2;CITED2;CITED2;CITED2	Island	0.17452673579981307	0.12568019839037678	0.048846537409436286	NS
cg08831701	-0.3793496929058733	-4.538093012965694	-0.7871851980141604	0.4440630991997182	0.7992638433675239	-5.847565414963076	chr17	65241304	-	HELZ;HELZ	Island	0.04456581993741537	0.04950961405453165	-0.004943794117116283	NS
cg04057485	-0.4373380854011526	5.255354311607348	-0.7870001123658354	0.4441680008250666	0.7992638433675239	-5.847707983063218	chr19	47127365	+	PTGIR	Island	0.9661772820967551	0.9753124800897812	-0.00913519799302609	NS
cg10098541	-0.3593297416984099	-1.78844496699213	-0.7868761440492521	0.44423827153555295	0.7992638433675239	-5.8478034564822154	chr3	122785650	+	PDIA5;PDIA5	N_Shore	0.22564205592794503	0.25629753406714223	-0.030655478139197195	NS
cg02017109	0.5145028843839085	-1.0141140086135367	0.7867625730648974	0.44430265475029096	0.7992638433675239	-5.847890910409388	chr5	76788595	-	WDR41	S_Shore	0.3710053054444939	0.2835520087350055	0.08745329670948837	NS
cg08876470	-0.377046993274651	-5.167202798511274	-0.7867586536959844	0.44430487673977215	0.7992638433675239	-5.847893928265062	chr19	13002357	-	GCDH;GCDH	N_Shore	0.028209294386918722	0.035287381506021724	-0.007078087119103002	NS
cg17425616	0.4975490598469158	-2.792696131418867	0.7866749393703235	0.4443523381887514	0.7992638433675239	-5.847958383771163	chr5	122110491	+	SNX2	N_Shore	0.16706474406722932	0.10389980384425378	0.06316494022297554	NS
cg26187237	0.4698751775904298	-4.771265565537319	0.7866672593447701	0.4443566925041915	0.7992638433675239	-5.8479642966621554	chr2	217498574	+	IGFBP2	Island	0.04611072092395266	0.03849130274664402	0.007619418177308636	NS
cg16512727	0.35934591178405206	-0.6339282227771194	0.7866261852628241	0.44437998058123895	0.7992638433675239	-5.84799591891346	chr12	4649136	+	RAD51AP1;C12orf4;RAD51AP1	S_Shore	0.4152336529998299	0.3551173372443345	0.06011631575549542	NS
cg26771272	-0.8098553617347355	1.8675882130702353	-0.7866155633411237	0.4443860030966018	0.7992638433675239	-5.848004096308665	chr17	18163183	-	FLII;SMCR7;SMCR7;SMCR7	N_Shore	0.6941243283085066	0.8346037586386135	-0.1404794303301069	NS
cg10627136	0.25998553022714765	-3.572765539530849	0.7865943818693664	0.4443980129173498	0.7992638433675239	-5.848020402780659	chr5	130500762	+	HINT1;HINT1;HINT1	Island	0.08345730045587814	0.07176990750086751	0.011687392955010631	NS
cg18380975	-0.40900833454305263	-4.449507948281766	-0.7863745655810233	0.44452266010356645	0.7992638433675239	-5.848189603809357	chr6	34217207	+	C6orf1;C6orf1;C6orf1	Island	0.0466800172121153	0.05907031402502463	-0.012390296812909325	NS
cg26521404	1.1753757971929926	-1.7766991526542155	0.786343211114248	0.44454044150639616	0.7992638433675239	-5.848213735026388	chr7	27204981	+	HOXA9	Island	0.42108734507963286	0.146228050557685	0.27485929452194785	NS
cg14738823	-0.7061529677650334	2.3370606478075673	-0.7863395232484814	0.4445425329581155	0.7992638433675239	-5.848216573246516	chr12	15090958	-	ERP27	OpenSea	0.7584384323740856	0.8748755752598856	-0.11643714288579998	NS
cg21869532	0.2698034420103468	-3.68388961904304	0.7863243217634253	0.4445511540458251	0.7992638433675239	-5.8482282723403625	chr19	9732024	-	ZNF561	S_Shore	0.07967168604573395	0.06454748619124615	0.015124199854487805	NS
cg19840532	-0.29545464906034014	-4.822267828263546	-0.7863139691801521	0.44455702527799723	0.7992638433675239	-5.848236239591321	chr1	59012661	-	OMA1	S_Shore	0.0350830747978032	0.03923309886514537	-0.004150024067342176	NS
cg01025762	0.24149274510985588	-4.454814319642282	0.7862093500505418	0.44461636038891617	0.7992638433675239	-5.848316748117374	chr7	107531363	-	DLD	N_Shore	0.046459903499579354	0.040757735643428626	0.005702167856150728	NS
cg12648583	-0.4940014255379234	-4.590199848702831	-0.7861975677699015	0.4446230430648642	0.7992638433675239	-5.8483258144319095	NA	NA	NA	NA	NA	0.044833764600015646	0.0615682103570631	-0.016734445757047453	NS
cg11612345	0.8899679680895068	-2.6258195005554743	0.7861332198254466	0.44465954106327166	0.7992638433675239	-5.848375327164658	chr6	168842491	-	SMOC2;SMOC2	Island	0.23832700903063958	0.11175416118554793	0.12657284784509165	NS
cg17028039	-0.33660565189963637	-2.7342055172819792	-0.785780395193859	0.444859695998263	0.7995387488892577	-5.848646743438429	chr10	123357695	+	FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2	Island	0.12956551944291403	0.15897509617018757	-0.02940957672727354	NS
cg02232922	-0.33170911091277655	-4.253447006505067	-0.7853375931605326	0.4451109750343428	0.7998871510714676	-5.848987218891676	chrX	118532809	+	SLC25A43	N_Shore	0.050685367399371434	0.06163167069662483	-0.010946303297253393	NS
cg08137716	-0.4514226303221588	3.8928444780311247	-0.7852317800100505	0.4451710346121134	0.7998871510714676	-5.849068553864678	chr17	46871905	+	TTLL6;TTLL6	OpenSea	0.915558920979497	0.9448444206799873	-0.029285499700490325	NS
cg03012280	-0.26086801310427327	4.1777239947431175	-0.7851891161381906	0.4451952520874325	0.7998871510714676	-5.849101345301689	chr15	41098255	-	ZFYVE19;DNAJC17	N_Shore	0.9425382127347597	0.952866133989855	-0.010327921255095296	NS
cg08996748	-0.7629276541440893	-2.716905266422691	-0.7850371539698429	0.44528151778129	0.7998909449753466	-5.849218130150841	chr15	40651036	-	DISP2	Island	0.1803976565504619	0.18984359599902573	-0.00944593944856384	NS
cg03240745	-0.26056720232171354	3.2001035231136306	-0.7849560859824247	0.44532754267343566	0.7998909449753466	-5.849280423480257	chr19	42841056	+	MEGF8	OpenSea	0.8957541882553833	0.906960840582701	-0.011206652327317657	NS
cg04720358	-0.8166650880429772	5.670961595772898	-0.784926496443416	0.4453443423505944	0.7998909449753466	-5.849303158869403	chr17	9808263	-	RCVRN	Island	0.9399795099280323	0.984027870269207	-0.044048360341174764	NS
cg23234154	0.24256594851051202	-4.038590177359283	0.7847835326223539	0.44542551674417075	0.7998909449753466	-5.849412995382631	NA	NA	NA	NA	NA	0.061700092950742226	0.05243895181818805	0.009261141132554176	NS
cg26025891	0.5926223978881323	-0.5475361904206213	0.7847413352906639	0.44544947803802015	0.7998909449753466	-5.849445411335008	chr15	77287899	+	PSTPIP1;PSTPIP1	OpenSea	0.4616188710839303	0.3400919467581042	0.12152692432582607	NS
cg18277508	0.37238097143987453	-4.509639750892566	0.7846590117363337	0.4454962269120516	0.7998909449753466	-5.849508647632785	chr4	103266345	+	SLC39A8;SLC39A8;SLC39A8;SLC39A8;SLC39A8	Island	0.050778755832346714	0.039995822071736	0.010782933760610715	NS
cg10601168	0.4251281555454116	-4.8873997048470335	0.7845788421596912	0.4455417555894742	0.7998909449753466	-5.849570223542691	chr6	154831192	+	CNKSR3	Island	0.04177062067839517	0.03211433925834565	0.009656281420049519	NS
cg13240311	-0.3101080908644714	-4.448311785810994	-0.7844414630841566	0.44561978063931984	0.7998909449753466	-5.8496757270354625	chr20	43160795	+	PKIG;PKIG;PKIG	Island	0.043216646729569624	0.05481500457178775	-0.011598357842218125	NS
cg06711560	-0.5266583251250437	2.046081001475686	-0.7844126539850876	0.4456361439879667	0.7998909449753466	-5.849697849520191	chr9	139746365	+	MAMDC4	S_Shore	0.7543681047409396	0.8367666832104208	-0.08239857846948118	NS
cg05862431	-0.2958956287256426	-4.465462842075129	-0.7842832359550101	0.4457096571221957	0.7998909449753466	-5.84979722036881	chr11	116644198	+	BUD13;BUD13	S_Shore	0.04317814367009861	0.0522544753478693	-0.009076331677770687	NS
cg06822229	-0.43864187510430963	-0.30528685691118185	-0.7842094584290751	0.4457515682881745	0.7998909449753466	-5.849853862150964	NA	NA	NA	NA	NA	0.43472716405851924	0.4992316650458272	-0.06450450098730798	NS
cg01753375	0.3984918769722387	-0.32083031680877433	0.7841872352545843	0.44576419320493366	0.7998909449753466	-5.849870922764101	chr2	74607600	-	DCTN1;DCTN1	OpenSea	0.46861353692007457	0.39866635309967124	0.06994718382040332	NS
cg15727249	-0.41067211171024964	1.0474006648831098	-0.7839834683011635	0.445879963104321	0.7999511185498156	-5.850027332981763	chr11	116693415	+	APOA4	S_Shore	0.6445794616463955	0.7149887115461213	-0.07040924989972586	NS
cg08778586	-0.3813778264025032	-5.399338144407327	-0.7839619223699276	0.4458922055032307	0.7999511185498156	-5.850043869330747	chr1	31769778	-	SNRNP40;ZCCHC17	Island	0.02415831498054781	0.03186595164185015	-0.007707636661302343	NS
cg11653864	-0.3189266995154657	0.20904890533669782	-0.7837976580449192	0.4459855474727318	0.8000338200109364	-5.850169927382805	chrX	47509884	-	ELK1;ELK1;ELK1;ELK1	Island	0.5185209329994527	0.573478492716742	-0.05495755971728933	NS
cg25770411	0.5543287710484823	1.829746742908267	0.7833823835528402	0.44622157907221005	0.8003724414795895	-5.850488505464449	chr7	73946901	+	GTF2IRD1;GTF2IRD1	OpenSea	0.7709506823030317	0.7080831268621368	0.06286755544089484	NS
cg21432513	-0.3010506829313407	4.782653069563083	-0.7832536376708732	0.4462947710016929	0.8004189421883783	-5.850587241620887	chr12	133435770	+	CHFR;CHFR;CHFR;CHFR;CHFR	OpenSea	0.9593452125283374	0.9692956660850425	-0.009950453556705097	NS
cg20550118	-0.38950233797567213	-2.9120592993071837	-0.7831484813414827	0.4463545579084145	0.8004413940083757	-5.850667875775647	chr15	78633662	-	CRABP1	Island	0.12421339565140935	0.14071581579080722	-0.016502420139397872	NS
cg09935228	-0.3104987567419307	4.8465113787022815	-0.7829419864083698	0.446471975844166	0.8005671790496725	-5.850826187856441	chr8	81557650	+	ZNF704	OpenSea	0.960770648787297	0.9705536454354438	-0.009782996648146747	NS
cg07947930	-0.397900637437674	-3.2218506771808264	-0.7825864121912829	0.4466742094594014	0.8008216499853575	-5.851098704143406	NA	NA	NA	NA	NA	0.09988823010762998	0.12688090447806663	-0.026992674370436648	NS
cg23131950	0.9424002369795211	1.20873873569313	0.7825261764035949	0.44670847441606754	0.8008216499853575	-5.851144858358474	chr19	47354630	-	AP2S1;AP2S1	S_Shore	0.6501260398336064	0.5926243131153803	0.057501726718226065	NS
cg11768886	0.5907640737265971	-4.5211490522062014	0.7823274765438376	0.44682151601657827	0.8009395101328185	-5.851297084299605	chr4	5052795	+	STK32B	N_Shore	0.07948714285350117	0.03286822657823067	0.0466189162752705	NS
cg03704031	0.5703720814848325	-0.5877646755974615	0.7821814739849534	0.4469045892838788	0.8010036319785354	-5.851408915795838	NA	NA	NA	NA	NA	0.4414199857654822	0.33652526432728946	0.10489472143819273	NS
cg06462703	-0.3283660956622267	5.440209138007186	-0.7820275166018478	0.4469921992722349	0.8010490207366041	-5.85152681967133	NA	NA	NA	NA	NA	0.9744351472235029	0.9786099500857872	-0.0041748028622843325	NS
cg27089714	-0.5175775890522502	-0.30006771216064465	-0.7817951655184326	0.44712443996539164	0.8010490207366041	-5.851704718963118	chr8	126097158	+	KIAA0196	OpenSea	0.43904736531043276	0.5108327125727921	-0.0717853472623593	NS
cg03063797	0.24327860587596825	-4.93010044193392	0.781742289932062	0.44715453711050035	0.8010490207366041	-5.851745196335044	chr14	51135466	-	SAV1	S_Shore	0.033761226670517154	0.03028217777343515	0.0034790488970820044	NS
cg25181693	0.3598635487271165	-4.846896326545879	0.7817108536614519	0.44717243145569097	0.8010490207366041	-5.851769260274332	chr6	24495846	+	ALDH5A1;ALDH5A1	S_Shore	0.039516802975065844	0.033208273889581176	0.006308529085484668	NS
cg21785536	0.3928492174961721	-4.425863314802163	0.7816585892132952	0.4472021827415533	0.8010490207366041	-5.851809265877375	chr3	69063328	-	C3orf64	S_Shore	0.05488464244523718	0.0421656800753694	0.012718962369867776	NS
cg18283554	0.2536530508168381	-4.258686956731155	0.7815191093893255	0.44728158706660937	0.8010490207366041	-5.851916018155553	chr12	123943075	-	SNRNP35;SNRNP35;SNRNP35	S_Shore	0.054330011597486454	0.044446493642172576	0.009883517955313878	NS
cg12438037	0.3498567087202421	-0.8812059847067003	0.7813783032272636	0.44736175547105683	0.8010490207366041	-5.852023767896637	chr9	138393570	-	MRPS2	S_Shore	0.3780498074290649	0.31491524283843025	0.06313456459063466	NS
cg05965402	-0.3056363202797789	-4.623901129622698	-0.7813675131965806	0.4473678991803195	0.8010490207366041	-5.852032024068887	chr4	25235416	-	PI4K2B	N_Shore	0.038903554543757365	0.047980705134568855	-0.009077150590811489	NS
cg20675440	-0.5452171477311942	2.2548200038048596	-0.7813508900917353	0.44737736427348185	0.8010490207366041	-5.852044743311331	chr16	69374895	+	NIP7;COG8	S_Shore	0.7724160240057922	0.8555364964558125	-0.0831204724500203	NS
cg14228238	0.9536064655180885	-3.299868233917266	0.7813059475841628	0.447402954891154	0.8010490207366041	-5.852079130032024	chr3	168864123	-	MECOM;MECOM;MECOM;MECOM;MECOM;MECOM	Island	0.20410880201470596	0.08053173549971147	0.12357706651499449	NS
cg08291000	0.36257695191861217	0.23220425064429154	0.7811237298430574	0.447506720556325	0.8011013490654644	-5.85221853119702	chr7	94285960	+	SGCE;PEG10;SGCE;PEG10;SGCE	Island	0.5543806140652869	0.49681743006042745	0.05756318400485949	NS
cg21574752	0.2706933581301039	-5.520202275156625	0.7810884795595852	0.4475267959229534	0.8011013490654644	-5.85224549512113	chr7	130354027	+	TSGA13;COPG2	S_Shore	0.02366937622794189	0.019509485314130624	0.004159890913811266	NS
cg11387519	-0.29075178580980426	-5.1934943121879575	-0.7810041951184019	0.44757479900133756	0.8011025944708434	-5.852309962129087	chr2	74699973	+	CCDC142;MRPL53	S_Shore	0.026953415548594	0.03129005573822785	-0.0043366401896338495	NS
cg05722552	0.5456712793731853	-4.750428862082552	0.7808074907427526	0.4476868419681941	0.8011714130246825	-5.852460391520592	chr3	173116094	+	NLGN1	S_Shore	0.057092479196773134	0.03271286963103913	0.024379609565734005	NS
cg06192753	0.23111530516379009	-3.4952461105854087	0.7807705759313655	0.44770787064205564	0.8011714130246825	-5.8524886182095095	chr19	13068297	-	GADD45GIP1	S_Shore	0.08700533553083153	0.0739800893491701	0.01302524618166144	NS
cg22721827	0.6433669713967337	-0.22902129615360226	0.7806628968845553	0.447769214006562	0.8011965204973712	-5.85257094737608	chr16	2520958	+	NTN3	N_Shore	0.5057285599824961	0.388398030978715	0.1173305290037811	NS
cg00405568	-0.34929781896024625	-4.085563250079736	-0.7803833171717935	0.44792851167250747	0.8013968744492594	-5.852784659755885	chr17	43138965	+	NMT1;DCAKD	S_Shore	0.0558844350106334	0.07290881348328947	-0.017024378472656067	NS
cg24662961	-0.2793617115571034	-4.104886252606219	-0.7801595346641159	0.44805604316380554	0.8015403586452444	-5.852955669989894	chr16	54320670	-	IRX3	Island	0.05459662439597721	0.06415386920107335	-0.009557244805096142	NS
cg04103317	-0.2243881541233424	1.6971445251532145	-0.7800532679830967	0.44811661152265403	0.801564032906372	-5.853036861213621	chr9	33240960	+	SUGT1P1;SPINK4	OpenSea	0.7537314694584363	0.781623554064904	-0.02789208460646775	NS
cg08918431	-0.31829484120697804	-5.347785721672286	-0.7798549792793855	0.4482296430530559	0.8016815352197348	-5.853188333234113	chr5	139781174	-	ANKHD1;ANKHD1-EIF4EBP3;ANKHD1;ANKHD1	Island	0.024449869959617267	0.028965385108817125	-0.0045155151491998585	NS
cg20633883	0.49532847434131544	-4.177014298172902	0.7797503755032837	0.4482892781106542	0.8017035204906345	-5.8532682254906145	chr17	48712051	-	ABCC3;ABCC3	Island	0.07864314141178201	0.04373083034363755	0.034912311068144464	NS
cg09730361	-0.30270056782385957	-5.121873434537463	-0.7795181038248525	0.4484217150332075	0.8018482986641169	-5.853445590436227	chr9	20622599	+	MLLT3	S_Shore	0.027978122839426765	0.0342488163287997	-0.006270693489372932	NS
cg24922045	0.4939782652584027	-0.6844923693418999	0.7794423099143164	0.44846493661555753	0.8018482986641169	-5.853503456957087	chr17	34079987	-	GAS2L2	OpenSea	0.4209926561715231	0.33074404560131426	0.09024861057020883	NS
cg01651364	0.42234916017888124	-4.468124027904393	0.779344954316717	0.4485204576251053	0.801862904288802	-5.853577777670302	chr11	96122651	+	CCDC82;JRKL	Island	0.05884321535803703	0.03766812851344972	0.021175086844587306	NS
cg27449489	-0.7088334338599774	-0.23604266549618072	-0.7788651937400075	0.44879412386134876	0.8022141609555253	-5.853943900169078	chr17	80316860	+	TEX19	OpenSea	0.4592731154773398	0.5429549407226062	-0.0836818252452664	NS
cg17558126	-0.5321876178380543	-2.0606829882350794	-0.7788344255137415	0.448811678333096	0.8022141609555253	-5.853967373469568	chr1	206680250	+	RASSF5;RASSF5	Island	0.2087507543618519	0.23745984476893625	-0.02870909040708436	NS
cg00891541	1.0059308082040266	0.05332788309611124	0.7786787105995344	0.4489005263803415	0.8022882864089397	-5.85408615648615	NA	NA	NA	NA	NA	0.5996731147592881	0.3937268088072695	0.20594630595201857	NS
cg06636463	-0.43830072364048006	-4.0668689170782395	-0.7782968877443163	0.44911843423682074	0.8025877298150871	-5.854377328034431	chr2	15731711	+	DDX1	N_Shore	0.06509622824477611	0.0697046312679749	-0.004608403023198787	NS
cg17778120	-0.24676649553037244	4.418922502950248	-0.7782190536812474	0.44916286261117166	0.8025877298150871	-5.854436666924271	chr3	139195319	-	RBP2;RBP2	OpenSea	0.9517132273914014	0.959110100103322	-0.007396872711920577	NS
cg02995295	0.6154098862909488	-3.868488586063559	0.7780140840767438	0.4492798742980275	0.8026836643988587	-5.854592905038423	chr13	51796962	+	FAM124A	S_Shore	0.10402480673727994	0.06400543479749837	0.04001937193978157	NS
cg08680085	-0.49858255498102716	-0.5845335501781191	-0.7779245745608107	0.4493309789057559	0.8026836643988587	-5.854661121870516	chrX	131157316	+	MST4;MST4;MST4;MST4;MST4	Island	0.39434334817796945	0.4587952210175605	-0.06445187283959103	NS
cg07944287	-0.33395236056249106	-4.408137397593206	-0.7776691212908089	0.4494768476130837	0.8026836643988587	-5.854855767971073	chr19	6110462	+	RFX2;RFX2;RFX2;RFX2	Island	0.04596233820951197	0.0541682804267282	-0.008205942217216232	NS
cg11635563	-0.31847970564734823	3.2167263959482644	-0.7776396762491778	0.44949366320789685	0.8026836643988587	-5.854878200262545	chr13	44241849	-	ENOX1	OpenSea	0.8906044910946737	0.9121174616944723	-0.02151297059979862	NS
cg25729765	-0.3316453278708373	-3.8354957760643424	-0.7776223060332268	0.4495035832472444	0.8026836643988587	-5.854891433153208	chr2	174829932	-	SP3;SP3;SP3	Island	0.06489370350711318	0.0829934480754137	-0.01809974456830052	NS
cg08379517	-0.836404433875617	3.008808368346649	-0.7775045048300732	0.44957086252711587	0.8026836643988587	-5.854981168737966	chr19	18509505	+	LRRC25	OpenSea	0.8020943480999408	0.9200211921071942	-0.1179268440072534	NS
cg22572214	-0.3302530703451689	-5.212566123185174	-0.7775016662029068	0.4495724838177493	0.8026836643988587	-5.8549833309212245	chr3	155572542	-	SLC33A1	Island	0.02621704100151569	0.034122050497565774	-0.007905009496050084	NS
cg16158807	0.6028247836676041	-3.6841544441800638	0.7774056960809607	0.44962729960947223	0.8026836643988587	-5.855056427145227	chr9	95946891	+	WNK2	Island	0.12228489106580043	0.05564968939212325	0.06663520167367717	NS
cg00722300	-0.4280396866395219	2.7534535998150775	-0.7772564929643078	0.4497125291267502	0.8026836643988587	-5.855170052206846	chr19	14138639	-	RLN3	N_Shelf	0.8443401194207982	0.8810523700903725	-0.03671225066957429	NS
cg24429836	-0.3067187375827285	-1.700013899521878	-0.7772503772689839	0.44971602282095136	0.8026836643988587	-5.855174709165444	chr16	75150744	+	LDHD;LDHD	S_Shore	0.23272388279127432	0.2640640523824225	-0.03134016959114816	NS
